Protein ID,Gene name,Protein name,Genename_ProteinID,Mol. weight [Da],Sequence coverage [%],Peptides per protein,Unique peptides per protein
E9PH99,ZNF451,Zinc finger protein 451,ZNF451__E9PH99,119330.0,14.6,12.0,12.0
E9PHA2,NCAPH,Condensin complex subunit 2,NCAPH__E9PHA2,81572.0,40.3,20.0,20.0
E9PHH8,PIAS3,E3 SUMO-protein ligase PIAS3,PIAS3__E9PHH8,64470.0,9.1,4.0,4.0
E9PHH9,POLR3C,DNA-directed RNA polymerase III subunit RPC3,POLR3C__E9PHH9,46189.0,29.0,10.0,10.0
E9PHK0,CLEC3B,Tetranectin,CLEC3B__E9PHK0,17794.0,59.4,8.0,4.0
E9PHV5,SSFA2,Sperm-specific antigen 2,SSFA2__E9PHV5,136140.0,41.1,41.0,41.0
E9PHY5,EPB41L2,Band 4.1-like protein 2,EPB41L2__E9PHY5,104360.0,62.1,51.0,
E9PHY8,MROH1,Maestro heat-like repeat-containing protein family member 1,MROH1__E9PHY8,180280.0,22.9,34.0,34.0
E9PI08,RCE1,CAAX prenyl protease 2,RCE1__E9PI08,33429.0,12.0,3.0,3.0
U3KQ69,MTG1,Mitochondrial GTPase 1,MTG1__U3KQ69,32612.0,33.4,9.0,2.0
E9PI68,SPCS2,Signal peptidase complex subunit 2,SPCS2__E9PI68,28503.0,46.3,11.0,11.0
E9PIE4,MTCH2,,MTCH2__E9PIE4,28549.0,59.9,11.0,1.0
E9PIG5,RHOD,Rho-related GTP-binding protein RhoD,RHOD__E9PIG5,15746.0,10.4,1.0,1.0
E9PN66,TP53I11,Tumor protein p53-inducible protein 11,TP53I11__E9PN66,6864.9,54.8,3.0,3.0
E9PIM6,THY1,Thy-1 membrane glycoprotein,THY1__E9PIM6,16927.0,36.8,4.0,4.0
E9PIP3,GPSM3,G-protein-signaling modulator 3,GPSM3__E9PIP3,17639.0,35.0,3.0,3.0
F8W1V1,IL32,Interleukin-32,IL32__F8W1V1,24218.0,7.1,1.0,1.0
E9PLP2,SSR2,Translocon-associated protein subunit beta,SSR2__E9PLP2,9881.2,45.6,1.0,1.0
E9PJ55,TCP11L1,T-complex protein 11-like protein 1,TCP11L1__E9PJ55,67238.0,35.3,18.0,18.0
E9PJD7,CYHR1,Cysteine and histidine-rich protein 1,CYHR1__E9PJD7,43813.0,13.9,5.0,5.0
E9PJF5,BRMS1,Breast cancer metastasis-suppressor 1,BRMS1__E9PJF5,28306.0,17.2,4.0,4.0
E9PJM3,FBXO3,F-box only protein 3,FBXO3__E9PJM3,49153.0,24.7,8.0,8.0
E9PJN1,RPS6KA4,Ribosomal protein S6 kinase,RPS6KA4__E9PJN1,84755.0,35.8,22.0,20.0
E9PK14,SEC16B,,SEC16B__E9PK14,70781.0,36.3,17.0,1.0
E9PK67,PARP10,Poly [ADP-ribose] polymerase 10,PARP10__E9PK67,109100.0,31.4,25.0,25.0
E9PK91,BCLAF1,Bcl-2-associated transcription factor 1,BCLAF1__E9PK91,100400.0,33.1,27.0,1.0
E9PKC0,PLEKHA7,,PLEKHA7__E9PKC0,144420.0,32.9,36.0,1.0
E9PKF3,ACAT1,,ACAT1__E9PKF3,5419.4,100.0,5.0,3.0
H7BXH2,PPP6R3,Serine/threonine-protein phosphatase 6 regulatory subunit 3,PPP6R3__H7BXH2,92407.0,47.8,34.0,34.0
E9PKH8,MS4A1,B-lymphocyte antigen CD20,MS4A1__E9PKH8,31609.0,12.3,3.0,3.0
E9PKP7,UBTF,Nucleolar transcription factor 1,UBTF__E9PKP7,87435.0,31.1,23.0,23.0
E9PKT9,MOCS2,Molybdopterin synthase sulfur carrier subunit,MOCS2__E9PKT9,9214.5,42.2,4.0,4.0
E9PL24,PDE4DIP,,PDE4DIP__E9PL24,126950.0,34.1,32.0,
E9PL40,TSPAN18,Tetraspanin,TSPAN18__E9PL40,15970.0,10.9,1.0,1.0
E9PL57,NEDD8-MDP1,Magnesium-dependent phosphatase 1,NEDD8-MDP1__E9PL57,19536.0,39.4,5.0,3.0
E9PLI6,EIF1AD,Probable RNA-binding protein EIF1AD,EIF1AD__E9PLI6,13062.0,49.6,5.0,5.0
E9PLK3,NPEPPS,Puromycin-sensitive aminopeptidase,NPEPPS__E9PLK3,102990.0,57.4,51.0,50.0
E9PPJ5,MDK,Midkine,MDK__E9PPJ5,14374.0,23.7,3.0,3.0
E9PLX2,RNF141,RING finger protein 141,RNF141__E9PLX2,19852.0,12.8,2.0,2.0
E9PLY5,MACF1,,MACF1__E9PLY5,159920.0,63.8,80.0,2.0
E9PM19,TYK2,Tyrosine-protein kinase,TYK2__E9PM19,112960.0,21.8,17.0,16.0
E9PM75,SIRT3,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",SIRT3__E9PM75,37639.0,26.4,9.0,1.0
E9PMB9,ME3,Malic enzyme,ME3__E9PMB9,64277.0,35.9,16.0,14.0
E9PMC9,C11orf30,Protein EMSY,C11orf30__E9PMC9,130690.0,18.4,19.0,18.0
E9PMG4,WRAP53,Telomerase Cajal body protein 1,WRAP53__E9PMG4,55397.0,9.9,3.0,3.0
E9PMH5,BIRC2,Baculoviral IAP repeat-containing protein 2,BIRC2__E9PMH5,67513.0,18.9,10.0,7.0
E9PMI6,CLNS1A,Methylosome subunit pICln,CLNS1A__E9PMI6,18259.0,77.8,7.0,7.0
E9PMJ2,FAM118B,Protein FAM118B,FAM118B__E9PMJ2,39079.0,10.1,3.0,3.0
E9PMR4,CD151,Tetraspanin,CD151__E9PMR4,28067.0,22.7,6.0,6.0
E9PMS6,LMO7,,LMO7__E9PMS6,145420.0,64.9,79.0,
E9PMV2,HLA-DQA1,,HLA-DQA1__E9PMV2,23673.0,25.7,5.0,2.0
E9PND3,EBAG9,Receptor-binding cancer antigen expressed on SiSo cells,EBAG9__E9PND3,17132.0,28.8,4.0,4.0
E9PN17,ATP5L,"ATP synthase subunit g, mitochondrial",ATP5L__E9PN17,8451.8,73.7,5.0,5.0
E9PN81,RNASEH2C,Ribonuclease H2 subunit C,RNASEH2C__E9PN81,26302.0,32.8,7.0,7.0
E9PN89,HSPA8,,HSPA8__E9PN89,34818.0,74.0,22.0,2.0
K4DIA9,SLC39A13,Zinc transporter ZIP13,SLC39A13__K4DIA9,25916.0,21.0,3.0,3.0
E9PNK6,TPD52L1,Tumor protein D53,TPD52L1__E9PNK6,18661.0,52.4,8.0,8.0
E9PNP3,AAMDC,Mth938 domain-containing protein,AAMDC__E9PNP3,15588.0,57.4,7.0,7.0
E9PNT2,ARHGAP27,Rho GTPase-activating protein 27,ARHGAP27__E9PNT2,75029.0,17.4,8.0,8.0
E9PNV3,RDX,,RDX__E9PNV3,17283.0,73.6,10.0,
E9PNW4,CD59,CD59 glycoprotein,CD59__E9PNW4,11985.0,29.6,4.0,4.0
E9PNW5,C4orf50,,C4orf50__E9PNW5,167140.0,3.4,5.0,5.0
E9PP00,ZC3H12C,Probable ribonuclease ZC3H12C,ZC3H12C__E9PP00,95877.0,11.5,7.0,5.0
E9PP13,POLR2M,"DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5",POLR2M__E9PP13,15131.0,52.7,4.0,4.0
H0YCC7,TATDN3,Putative deoxyribonuclease TATDN3,TATDN3__H0YCC7,15822.0,45.8,5.0,5.0
E9PPB1,MPZL3,,MPZL3__E9PPB1,7578.9,23.1,1.0,1.0
F2Z3M0,TSEN15,tRNA-splicing endonuclease subunit Sen15,TSEN15__F2Z3M0,12791.0,34.5,2.0,2.0
E9PQ56,PUF60,,PUF60__E9PQ56,34428.0,64.3,14.0,1.0
E9PQL1,FAM76A,Protein FAM76A,FAM76A__E9PQL1,33143.0,8.7,2.0,1.0
E9PQT8,PHF1,PHD finger protein 1,PHF1__E9PQT8,45694.0,18.6,6.0,2.0
E9PQW1,CARD16,Caspase recruitment domain-containing protein 16,CARD16__E9PQW1,10331.0,18.9,3.0,1.0
E9PRT0,IFT46,Intraflagellar transport protein 46 homolog,IFT46__E9PRT0,21939.0,21.1,3.0,3.0
E9PR26,AMICA1,Junctional adhesion molecule-like,AMICA1__E9PR26,43008.0,11.2,4.0,4.0
E9PR30,FAU,40S ribosomal protein S30,FAU__E9PR30,10905.0,19.4,4.0,4.0
E9PR44,CRYAB,Alpha-crystallin B chain,CRYAB__E9PR44,20030.0,87.9,15.0,15.0
E9PR76,MAF1,Repressor of RNA polymerase III transcription MAF1 homolog,MAF1__E9PR76,28306.0,15.5,2.0,2.0
E9PRW8,MS4A3,Membrane-spanning 4-domains subfamily A member 3,MS4A3__E9PRW8,9018.6,53.0,1.0,1.0
E9PRY8,EEF1D,Elongation factor 1-delta,EEF1D__E9PRY8,76569.0,29.3,21.0,1.0
E9PS00,FADS3,Fatty acid desaturase 3,FADS3__E9PS00,48166.0,24.7,8.0,8.0
E9PSG1,CAST,,CAST__E9PSG1,31914.0,46.7,15.0,1.0
E9PSH8,CD3E,T-cell surface glycoprotein CD3 epsilon chain,CD3E__E9PSH8,22563.0,37.8,7.0,7.0
E9PSI1,E9PSI1,,E9PSI1__E9PSI1,92386.0,32.5,23.0,
F1DAM0,NR5A1,Steroidogenic factor 1,NR5A1__F1DAM0,47053.0,10.5,3.0,1.0
F1T0E5,CADPS,Calcium-dependent secretion activator 1,CADPS__F1T0E5,152000.0,8.6,10.0,9.0
F2Z2T2,XPA,DNA repair protein complementing XP-A cells,XPA__F2Z2T2,30032.0,22.0,3.0,3.0
F2Z2U4,TRRAP,,TRRAP__F2Z2U4,436130.0,23.6,79.0,
F2Z2W7,TRMT2A,tRNA (uracil-5-)-methyltransferase homolog A,TRMT2A__F2Z2W7,70834.0,35.1,19.0,19.0
Q4TT34,NME4,Nucleoside diphosphate kinase,NME4__Q4TT34,21521.0,44.1,7.0,7.0
F2Z2X4,XPO4,Exportin-4,XPO4__F2Z2X4,130150.0,21.5,18.0,18.0
F2Z388,RPL35,60S ribosomal protein L35,RPL35__F2Z388,10645.0,17.7,2.0,2.0
F2Z3K5,RPN2,,RPN2__F2Z3K5,17808.0,68.5,7.0,1.0
F5GWA4,KCTD10,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3,KCTD10__F5GWA4,32389.0,25.1,8.0,1.0
F5GWN5,PIK3C2B,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,PIK3C2B__F5GWN5,181680.0,8.8,11.0,11.0
F5GWT4,WNK1,Serine/threonine-protein kinase WNK1,WNK1__F5GWT4,225500.0,23.0,41.0,32.0
F5GX09,FAM76B,Protein FAM76B,FAM76B__F5GX09,38620.0,21.9,7.0,6.0
F5GX51,FAM65B,Protein FAM65B,FAM65B__F5GX51,116050.0,16.1,13.0,13.0
F5GXE4,ATE1,Arginyl-tRNA--protein transferase 1,ATE1__F5GXE4,58130.0,41.1,16.0,3.0
F5GXF0,NR4A1,Nuclear receptor subfamily 4 group A member 1,NR4A1__F5GXF0,70451.0,6.9,4.0,4.0
F5GXW6,BRI3,Brain protein I3,BRI3__F5GXW6,10863.0,16.3,1.0,1.0
F5GXX5,DAD1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,DAD1__F5GXX5,9554.1,47.1,4.0,4.0
F5GY04,BNC1,Zinc finger protein basonuclin-1,BNC1__F5GY04,109830.0,4.5,3.0,2.0
F5GYJ5,SDHAF2,"Succinate dehydrogenase assembly factor 2, mitochondrial",SDHAF2__F5GYJ5,18388.0,46.1,7.0,7.0
F5GYQ1,ATP6V0D1,V-type proton ATPase subunit d 1,ATP6V0D1__F5GYQ1,44659.0,40.3,12.0,9.0
F5GYV5,ARL6IP4,ADP-ribosylation factor-like protein 6-interacting protein 4,ARL6IP4__F5GYV5,23687.0,44.5,6.0,1.0
F5GYW0,CEP57,Centrosomal protein of 57 kDa,CEP57__F5GYW0,54526.0,16.3,8.0,5.0
F5H324,ARSE,Arylsulfatase E,ARSE__F5H324,61077.0,31.6,13.0,11.0
F5GZ97,CCDC53,WASH complex subunit CCDC53,CCDC53__F5GZ97,21044.0,46.6,7.0,7.0
F5GZG1,RAP1B,,RAP1B__F5GZG1,13832.0,82.6,10.0,2.0
F8WCM7,TPK1,Thiamin pyrophosphokinase 1,TPK1__F8WCM7,14085.0,52.9,4.0,3.0
F5GZH1,OLR1,Oxidized low-density lipoprotein receptor 1,OLR1__F5GZH1,18562.0,37.6,4.0,4.0
F5GZK2,COL21A1,Collagen alpha-1(XXI) chain,COL21A1__F5GZK2,99294.0,9.1,8.0,8.0
F5GZS6,SLC3A2,4F2 cell-surface antigen heavy chain,SLC3A2__F5GZS6,64872.0,53.3,26.0,2.0
F5H061,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,TNFRSF1A__F5H061,45742.0,15.8,6.0,6.0
F5H070,KDM3A,Lysine-specific demethylase 3A,KDM3A__F5H070,148120.0,17.6,18.0,7.0
F5H0F9,ANAPC5,Anaphase-promoting complex subunit 5,ANAPC5__F5H0F9,83674.0,36.1,22.0,22.0
F5H0R1,TUT1,Speckle targeted PIP5K1A-regulated poly(A) polymerase,TUT1__F5H0R1,98434.0,13.6,9.0,9.0
F5H136,TCP1,T-complex protein 1 subunit alpha,TCP1__F5H136,14418.0,88.2,10.0,1.0
F5H1M8,PCMTD1,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1,PCMTD1__F5H1M8,32142.0,26.7,7.0,7.0
F5H1S1,PIGB,GPI mannosyltransferase 3,PIGB__F5H1S1,65170.0,12.8,7.0,6.0
F5H1Y0,RAD51AP1,RAD51-associated protein 1,RAD51AP1__F5H1Y0,26432.0,23.0,4.0,4.0
F5H1Z6,STARD10,,STARD10__F5H1Z6,29043.0,61.5,12.0,1.0
F5H269,DMXL1,DmX-like protein 1,DMXL1__F5H269,340240.0,12.4,30.0,30.0
F5H2F4,MTHFD1,,MTHFD1__F5H2F4,110610.0,74.1,61.0,2.0
F5H2X7,CIZ1,Cip1-interacting zinc finger protein,CIZ1__F5H2X7,106300.0,19.8,15.0,15.0
F5H369,PIK3C2G,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma,PIK3C2G__F5H369,170680.0,6.4,8.0,8.0
F5H385,SLC39A3,Zinc transporter ZIP3,SLC39A3__F5H385,34564.0,9.3,2.0,2.0
F5H3C5,SOD2,,SOD2__F5H3C5,12130.0,98.2,12.0,1.0
F5H3H7,RFNG,"Beta-1,3-N-acetylglucosaminyltransferase radical fringe",RFNG__F5H3H7,22804.0,13.7,2.0,2.0
F5H3M2,KIFC3,Kinesin-like protein,KIFC3__F5H3M2,81371.0,11.0,7.0,6.0
F5H3Z4,FOLR2,Folate receptor beta,FOLR2__F5H3Z4,23007.0,36.4,7.0,5.0
F5H442,TSG101,Tumor susceptibility gene 101 protein,TSG101__F5H442,40917.0,38.6,15.0,15.0
F5H4R6,NAP1L1,Nucleosome assembly protein 1-like 1,NAP1L1__F5H4R6,44626.0,65.0,15.0,3.0
F5H4V9,PDCD2,Programmed cell death protein 2,PDCD2__F5H4V9,33511.0,4.0,1.0,1.0
F5H4W1,EXOC3L1,Exocyst complex component 3-like protein,EXOC3L1__F5H4W1,73754.0,3.7,2.0,2.0
F5H4X5,C12orf65,"Probable peptide chain release factor C12orf65, mitochondrial",C12orf65__F5H4X5,15367.0,23.9,2.0,2.0
F5H4X8,FXYD5,FXYD domain-containing ion transport regulator 5,FXYD5__F5H4X8,21091.0,34.5,3.0,3.0
F5H4Z8,THBS3,Thrombospondin-3,THBS3__F5H4Z8,103250.0,14.9,12.0,9.0
J3KNB8,MAP3K4,Mitogen-activated protein kinase kinase kinase 4,MAP3K4__J3KNB8,176570.0,9.1,13.0,13.0
F5H5D3,TUBA1C,Tubulin alpha-1C chain,TUBA1C__F5H5D3,57730.0,74.2,35.0,1.0
F5H5G1,LSAMP,Limbic system-associated membrane protein,LSAMP__F5H5G1,31741.0,25.0,5.0,5.0
F5H5I6,GRSF1,G-rich sequence factor 1,GRSF1__F5H5I6,47971.0,61.6,20.0,20.0
F5H5P2,BCKDHA,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",BCKDHA__F5H5P2,54202.0,58.2,21.0,21.0
F5H5P4,VAV1,Proto-oncogene vav,VAV1__F5H5P4,91729.0,33.3,23.0,22.0
F5H5R8,NAT1,Arylamine N-acetyltransferase 1,NAT1__F5H5R8,40845.0,23.0,7.0,7.0
F5H5U2,DDX55,ATP-dependent RNA helicase DDX55,DDX55__F5H5U2,65190.0,24.1,12.0,12.0
F5H619,HEATR5A,HEAT repeat-containing protein 5A,HEATR5A__F5H619,222700.0,23.2,39.0,39.0
F5H631,CLEC2B,C-type lectin domain family 2 member B,CLEC2B__F5H631,9248.7,36.2,2.0,2.0
F5H6I7,ATL3,,ATL3__F5H6I7,58772.0,65.0,24.0,1.0
F5H6T1,ACTR2,,ACTR2__F5H6T1,38841.0,51.9,13.0,2.0
F5H6T4,ITGB7,Integrin beta,ITGB7__F5H6T4,51798.0,4.2,2.0,2.0
F5H702,MRPL48,"39S ribosomal protein L48, mitochondrial",MRPL48__F5H702,12770.0,72.6,6.0,6.0
J3QS47,CYB561,Cytochrome b561,CYB561__J3QS47,24680.0,16.2,3.0,3.0
F5H7W8,C12orf43,Uncharacterized protein C12orf43,C12orf43__F5H7W8,31693.0,37.9,7.0,7.0
F5H8D7,XRCC1,,XRCC1__F5H8D7,66013.0,34.9,17.0,1.0
F5H8H2,MVK,Mevalonate kinase,MVK__F5H8H2,37171.0,52.6,13.0,13.0
F5H8L4,SIDT2,SID1 transmembrane family member 2,SIDT2__F5H8L4,94065.0,18.3,14.0,14.0
F6QDS0,DDX19A,,DDX19A__F6QDS0,54017.0,59.1,25.0,
F6QMI7,DST,Dystonin,DST__F6QMI7,633660.0,47.2,224.0,1.0
R4GND2,SUPT20H,Transcription factor SPT20 homolog,SUPT20H__R4GND2,58781.0,17.0,6.0,6.0
H0Y3C5,HCK,Non-specific protein-tyrosine kinase,HCK__H0Y3C5,59510.0,41.7,19.0,16.0
F6SYF8,DKK3,Dickkopf-related protein 3,DKK3__F6SYF8,39950.0,14.3,4.0,4.0
F6SYP7,DGCR2,Integral membrane protein DGCR2/IDD,DGCR2__F6SYP7,60876.0,6.0,2.0,2.0
Q5SZR4,TDRKH,Tudor and KH domain-containing protein,TDRKH__Q5SZR4,61520.0,26.2,12.0,12.0
F6TX30,ASB6,Ankyrin repeat and SOCS box protein 6,ASB6__F6TX30,44082.0,9.9,3.0,3.0
F6U1T9,PPP3R1,Calcineurin subunit B type 1,PPP3R1__F6U1T9,18208.0,76.9,10.0,10.0
F6U236,PACSIN1,Protein kinase C and casein kinase substrate in neurons protein 1,PACSIN1__F6U236,46146.0,10.4,6.0,3.0
F6UJY1,HYI,Putative hydroxypyruvate isomerase,HYI__F6UJY1,33018.0,57.0,11.0,3.0
F6VZ39,RBM38,RNA-binding protein 24,RBM38__F6VZ39,13604.0,46.3,5.0,1.0
F6WH68,RTEL1-TNFRSF6B,Regulator of telomere elongation helicase 1,RTEL1-TNFRSF6B__F6WH68,152520.0,7.8,9.0,9.0
F6XHT0,SELK,Selenoprotein K,SELK__F6XHT0,10495.0,30.1,3.0,3.0
F8VPD4,CAD,CAD protein,CAD__F8VPD4,236020.0,53.3,85.0,77.0
F8VQD4,C12orf75,Overexpressed in colon carcinoma 1 protein,C12orf75__F8VQD4,9336.2,39.3,3.0,3.0
F8VQZ7,METAP2,Methionine aminopeptidase 2,METAP2__F8VQZ7,52820.0,62.9,22.0,1.0
F8VRH0,PCBP2,,PCBP2__F8VRH0,32035.0,58.1,11.0,2.0
F8VSL3,NFYB,Nuclear transcription factor Y subunit beta,NFYB__F8VSL3,14548.0,16.0,2.0,2.0
F8VUJ3,POC1B-GALNT4,Polypeptide N-acetylgalactosaminyltransferase,POC1B-GALNT4__F8VUJ3,66237.0,29.0,14.0,12.0
U3KQS0,TGIF2,Homeobox protein TGIF2,TGIF2__U3KQS0,13022.0,17.1,2.0,2.0
F8VV52,CNOT2,CCR4-NOT transcription complex subunit 2,CNOT2__F8VV52,58620.0,32.2,11.0,11.0
F8VV56,CD63,Tetraspanin,CD63__F8VV56,16021.0,27.6,4.0,4.0
F8VV59,NAP1L1,Nucleosome assembly protein 1-like 1,NAP1L1__F8VV59,38028.0,66.4,14.0,2.0
F8VVA7,COPZ1,Coatomer subunit zeta-1,COPZ1__F8VVA7,22340.0,56.1,8.0,8.0
F8VVI9,CDH19,Cadherin-19,CDH19__F8VVI9,48840.0,15.4,6.0,6.0
J3KNM6,AGAP2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",AGAP2__J3KNM6,108530.0,12.4,10.0,10.0
F8VW41,PACS2,Phosphofurin acidic cluster sorting protein 2,PACS2__F8VW41,94426.0,12.8,9.0,8.0
F8VW54,TSPAN31,Tetraspanin-31,TSPAN31__F8VW54,9900.4,22.1,2.0,1.0
F8VWL3,FGD4,"FYVE, RhoGEF and PH domain-containing protein 4",FGD4__F8VWL3,101000.0,40.4,28.0,28.0
F8VWW7,SPRYD3,SPRY domain-containing protein 3,SPRYD3__F8VWW7,53789.0,20.3,7.0,7.0
F8VWW8,SMPDL3B,Acid sphingomyelinase-like phosphodiesterase 3b,SMPDL3B__F8VWW8,45314.0,15.0,4.0,4.0
F8VX04,SLC38A1,Sodium-coupled neutral amino acid transporter 1,SLC38A1__F8VX04,56195.0,12.9,8.0,8.0
H0YIQ8,KANSL2,KAT8 regulatory NSL complex subunit 2,KANSL2__H0YIQ8,38441.0,13.5,4.0,3.0
F8VXG7,SCAF11,Protein SCAF11,SCAF11__F8VXG7,142600.0,27.9,27.0,27.0
F8VZX2,PCBP2,,PCBP2__F8VZX2,33800.0,74.1,16.0,1.0
F8W057,ACTR6,Actin-related protein 6,ACTR6__F8W057,43551.0,25.3,8.0,8.0
F8W0P7,ATP5B,,ATP5B__F8W0P7,28392.0,64.1,12.0,1.0
F8W0Q9,PPHLN1,Periphilin-1,PPHLN1__F8W0Q9,44682.0,25.7,10.0,2.0
F8W130,TROAP,Tastin,TROAP__F8W130,93448.0,8.2,3.0,3.0
F8W1A4,AK2,"Adenylate kinase 2, mitochondrial",AK2__F8W1A4,25630.0,76.7,16.0,16.0
F8W1H0,C17orf49,,C17orf49__F8W1H0,17390.0,66.9,6.0,1.0
F8W1T6,RBMS2,"RNA-binding motif, single-stranded-interacting protein 2",RBMS2__F8W1T6,37186.0,23.0,7.0,4.0
F8W6A0,PPHLN1,Periphilin-1,PPHLN1__F8W6A0,41156.0,27.5,8.0,1.0
F8W717,EML1,Echinoderm microtubule-associated protein-like 1,EML1__F8W717,88716.0,38.5,28.0,27.0
F8W7A7,CCDC178,Coiled-coil domain-containing protein 178,CCDC178__F8W7A7,104620.0,7.7,6.0,6.0
F8W7C6,RPL10,,RPL10__F8W7C6,18565.0,55.8,11.0,2.0
F8W7Q4,FAM162A,Protein FAM162A,FAM162A__F8W7Q4,16515.0,39.6,6.0,6.0
F8W7S1,FAM73A,Protein FAM73A,FAM73A__F8W7S1,71133.0,9.3,5.0,5.0
F8W7S5,RRBP1,,RRBP1__F8W7S5,84325.0,66.4,48.0,2.0
F8W8D3,SLBP,Histone RNA hairpin-binding protein,SLBP__F8W8D3,32094.0,22.7,5.0,2.0
F8W8F7,ADGRG3,Probable G-protein coupled receptor 97,ADGRG3__F8W8F7,47405.0,11.9,4.0,4.0
F8W8I6,TIA1,Nucleolysin TIA-1 isoform p40,TIA1__F8W8I6,42835.0,38.4,10.0,2.0
J3KQ45,TGOLN2,Trans-Golgi network integral membrane protein 2,TGOLN2__J3KQ45,47879.0,35.7,15.0,15.0
F8W930,IGF2BP2,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2__F8W930,66785.0,43.1,23.0,21.0
F8W950,AIMP2,,AIMP2__F8W950,27809.0,63.3,13.0,1.0
F8W9F9,WNK2,Serine/threonine-protein kinase WNK2,WNK2__F8W9F9,234380.0,12.1,22.0,15.0
F8W9X7,CCDC93,Coiled-coil domain-containing protein 93,CCDC93__F8W9X7,73041.0,50.0,34.0,34.0
F8WA39,MTMR1,Myotubularin-related protein 1,MTMR1__F8WA39,75717.0,30.2,16.0,15.0
F8WAJ0,DDX31,Probable ATP-dependent RNA helicase DDX31,DDX31__F8WAJ0,83515.0,30.2,20.0,20.0
F8WB93,SP4,Transcription factor Sp4,SP4__F8WB93,5215.6,38.8,1.0,1.0
F8WC90,EWSR1,,EWSR1__F8WC90,30904.0,7.9,1.0,1.0
J3QRU4,VAMP2,Vesicle-associated membrane protein 2,VAMP2__J3QRU4,12251.0,61.1,5.0,2.0
F8WCF6,ARPC4-TTLL3,Actin-related protein 2/3 complex subunit 4,ARPC4-TTLL3__F8WCF6,21058.0,68.5,13.0,5.0
F8WCM5,INS-IGF2,"Insulin, isoform 2",INS-IGF2__F8WCM5,21537.0,23.5,2.0,2.0
F8WD19,DONSON,Protein downstream neighbor of Son,DONSON__F8WD19,22937.0,16.2,2.0,2.0
F8WD26,LMO7,LIM domain only protein 7,LMO7__F8WD26,186180.0,52.2,80.0,1.0
F8WD64,C1orf95,Protein stum homolog,C1orf95__F8WD64,14968.0,21.3,2.0,2.0
F8WDK9,PDCD6IP,,PDCD6IP__F8WDK9,10848.0,62.1,6.0,1.0
F8WDZ3,CMTM7,CKLF-like MARVEL transmembrane domain-containing protein 7,CMTM7__F8WDZ3,16172.0,27.2,2.0,2.0
F8WEC0,MMADHC,"Methylmalonic aciduria and homocystinuria type D protein, mitochondrial",MMADHC__F8WEC0,36376.0,15.8,3.0,3.0
F8WJN3,CPSF6,Cleavage and polyadenylation specificity factor subunit 6,CPSF6__F8WJN3,52269.0,36.8,14.0,14.0
G3V0I5,NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1__G3V0I5,50054.0,65.2,23.0,15.0
G3V167,PARP2,Poly [ADP-ribose] polymerase 2,PARP2__G3V167,60214.0,23.7,11.0,11.0
G3V1A6,GSDMD,Gasdermin-D,GSDMD__G3V1A6,57734.0,32.3,12.0,12.0
G3V1L9,TJP1,Tight junction protein ZO-1,TJP1__G3V1L9,197460.0,66.1,89.0,5.0
G3V1N2,HBA2,,HBA2__G3V1N2,11948.0,100.0,13.0,1.0
G3V1P3,LOH12CR1,Loss of heterozygosity 12 chromosomal region 1 protein,LOH12CR1__G3V1P3,20247.0,75.1,11.0,11.0
G3V1S3,DENND5B,DENN domain-containing protein 5B,DENND5B__G3V1S3,149340.0,10.8,10.0,7.0
G3V5S9,FCF1,rRNA-processing protein FCF1 homolog,FCF1__G3V5S9,21491.0,18.0,3.0,3.0
G3V1S7,HAS1,Hyaluronan synthase 1,HAS1__G3V1S7,64703.0,16.5,9.0,9.0
G3V1V0,MYL6,,MYL6__G3V1V0,18037.0,82.6,14.0,1.0
G3V1V1,ZCRB1,Zinc finger CCHC-type and RNA-binding motif-containing protein 1,ZCRB1__G3V1V1,20113.0,13.1,2.0,2.0
G3V1W8,ACVRL1,Serine/threonine-protein kinase receptor,ACVRL1__G3V1W8,57504.0,17.2,7.0,7.0
G3V1Y8,ASPG,60 kDa lysophospholipase,ASPG__G3V1Y8,59882.0,35.3,15.0,15.0
G3V200,PPFIA2,Liprin-alpha-2,PPFIA2__G3V200,142110.0,11.1,14.0,3.0
G3V203,RPL18,60S ribosomal protein L18,RPL18__G3V203,18756.0,44.5,9.0,9.0
G3V238,METTL10,Protein-lysine N-methyltransferase METTL10,METTL10__G3V238,11347.0,29.8,2.0,2.0
G3V2N3,PRRX1,Paired mesoderm homeobox protein 1,PRRX1__G3V2N3,22557.0,48.0,7.0,6.0
G3V2Q1,HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2,HNRNPC__G3V2Q1,33570.0,59.3,21.0,1.0
