Protein ID,Gene names,Protein names,ProteinID_Genename,Genename_ProteinID
O75348,ATP6V1G1,V-type proton ATPase subunit G 1,O75348_ATP6V1G1,ATP6V1G1__O75348
O75351,VPS4B,Vacuolar protein sorting-associated protein 4B,O75351_VPS4B,VPS4B__O75351
O75354-2,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,O75354-2_ENTPD6,ENTPD6__O75354-2
O75356,ENTPD5,Ectonucleoside triphosphate diphosphohydrolase 5,O75356_ENTPD5,ENTPD5__O75356
O75362,ZNF217,Zinc finger protein 217,O75362_ZNF217,ZNF217__O75362
O75367-3,H2AFY,Core histone macro-H2A.1,O75367-3_H2AFY,H2AFY__O75367-3
O75367-2,H2AFY,Core histone macro-H2A.1,O75367-2_H2AFY,H2AFY__O75367-2
O75368,SH3BGRL,SH3 domain-binding glutamic acid-rich-like protein,O75368_SH3BGRL,SH3BGRL__O75368
O75369-2,FLNB,Filamin-B,O75369-2_FLNB,FLNB__O75369-2
O75369-8,FLNB,Filamin-B,O75369-8_FLNB,FLNB__O75369-8
O75376,NCOR1,Nuclear receptor corepressor 1,O75376_NCOR1,NCOR1__O75376
O75379-2,VAMP4,Vesicle-associated membrane protein 4,O75379-2_VAMP4,VAMP4__O75379-2
O75380,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",O75380_NDUFS6,NDUFS6__O75380
O75381-2,PEX14,Peroxisomal membrane protein PEX14,O75381-2_PEX14,PEX14__O75381-2
O75382,TRIM3,Tripartite motif-containing protein 3,O75382_TRIM3,TRIM3__O75382
O75385,ULK1,Serine/threonine-protein kinase ULK1,O75385_ULK1,ULK1__O75385
O75387,SLC43A1,Large neutral amino acids transporter small subunit 3,O75387_SLC43A1,SLC43A1__O75387
O75391,SPAG7,Sperm-associated antigen 7,O75391_SPAG7,SPAG7__O75391
O75394,MRPL33,"39S ribosomal protein L33, mitochondrial",O75394_MRPL33,MRPL33__O75394
O75396,SEC22B,Vesicle-trafficking protein SEC22b,O75396_SEC22B,SEC22B__O75396
O75400,PRPF40A,Pre-mRNA-processing factor 40 homolog A,O75400_PRPF40A,PRPF40A__O75400
O75410,TACC1,Transforming acidic coiled-coil-containing protein 1,O75410_TACC1,TACC1__O75410
O75420,GIGYF1,PERQ amino acid-rich with GYF domain-containing protein 1,O75420_GIGYF1,GIGYF1__O75420
O75427,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4,O75427_LRCH4,LRCH4__O75427
O75431,MTX2,Metaxin-2,O75431_MTX2,MTX2__O75431
O75436,VPS26A,Vacuolar protein sorting-associated protein 26A,O75436_VPS26A,VPS26A__O75436
O75438,NDUFB1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,O75438_NDUFB1,NDUFB1__O75438
O75439,PMPCB,Mitochondrial-processing peptidase subunit beta,O75439_PMPCB,PMPCB__O75439
O75446,SAP30,Histone deacetylase complex subunit SAP30,O75446_SAP30,SAP30__O75446
O75449,KATNA1,Katanin p60 ATPase-containing subunit A1,O75449_KATNA1,KATNA1__O75449
O75452,RDH16,Retinol dehydrogenase 16,O75452_RDH16,RDH16__O75452
O75460,ERN1,Serine/threonine-protein kinase/endoribonuclease IRE1,O75460_ERN1,ERN1__O75460
O75462,CRLF1,Cytokine receptor-like factor 1,O75462_CRLF1,CRLF1__O75462
O75475,PSIP1,PC4 and SFRS1-interacting protein,O75475_PSIP1,PSIP1__O75475
O75477,ERLIN1,Erlin-1,O75477_ERLIN1,ERLIN1__O75477
O75486-2,SUPT3H,Transcription initiation protein SPT3 homolog,O75486-2_SUPT3H,SUPT3H__O75486-2
O75487,GPC4,Glypican-4,O75487_GPC4,GPC4__O75487
O75489,NDUFS3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",O75489_NDUFS3,NDUFS3__O75489
Q5JRI1,SRSF10,Serine/arginine-rich splicing factor 10,Q5JRI1_SRSF10,SRSF10__Q5JRI1
O75506,HSBP1,Heat shock factor-binding protein 1,O75506_HSBP1,HSBP1__O75506
O75508,CLDN11,Claudin-11,O75508_CLDN11,CLDN11__O75508
O75509,TNFRSF21,Tumor necrosis factor receptor superfamily member 21,O75509_TNFRSF21,TNFRSF21__O75509
O75525-2,KHDRBS3,"KH domain-containing, RNA-binding, signal transduction-associated protein 3",O75525-2_KHDRBS3,KHDRBS3__O75525-2
O75528,TADA3,Transcriptional adapter 3,O75528_TADA3,TADA3__O75528
O75529,TAF5L,TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L,O75529_TAF5L,TAF5L__O75529
O75530-3,EED,Polycomb protein EED,O75530-3_EED,EED__O75530-3
O75531,BANF1,Barrier-to-autointegration factor,O75531_BANF1,BANF1__O75531
O75533,SF3B1,Splicing factor 3B subunit 1,O75533_SF3B1,SF3B1__O75533
O75534,CSDE1,Cold shock domain-containing protein E1,O75534_CSDE1,CSDE1__O75534
O75553-4,DAB1,Disabled homolog 1,O75553-4_DAB1,DAB1__O75553-4
O75554-2,WBP4,WW domain-binding protein 4,O75554-2_WBP4,WBP4__O75554-2
O75558,STX11,Syntaxin-11,O75558_STX11,STX11__O75558
O75563,SKAP2,Src kinase-associated phosphoprotein 2,O75563_SKAP2,SKAP2__O75563
O75569,PRKRA,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,O75569_PRKRA,PRKRA__O75569
O75570,MTRF1,"Peptide chain release factor 1, mitochondrial",O75570_MTRF1,MTRF1__O75570
O75578,ITGA10,Integrin alpha-10,O75578_ITGA10,ITGA10__O75578
O75582,RPS6KA5,Ribosomal protein S6 kinase alpha-5,O75582_RPS6KA5,RPS6KA5__O75582
O75592,MYCBP2,E3 ubiquitin-protein ligase MYCBP2,O75592_MYCBP2,MYCBP2__O75592
O75594,PGLYRP1,Peptidoglycan recognition protein 1,O75594_PGLYRP1,PGLYRP1__O75594
O75600,GCAT,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",O75600_GCAT,GCAT__O75600
O75607,NPM3,Nucleoplasmin-3,O75607_NPM3,NPM3__O75607
O75608,LYPLA1,Acyl-protein thioesterase 1,O75608_LYPLA1,LYPLA1__O75608
O75616,ERAL1,"GTPase Era, mitochondrial",O75616_ERAL1,ERAL1__O75616
O75628,REM1,GTP-binding protein REM 1,O75628_REM1,REM1__O75628
O75629,CREG1,Protein CREG1,O75629_CREG1,CREG1__O75629
O75635-2,SERPINB7,Serpin B7,O75635-2_SERPINB7,SERPINB7__O75635-2
O75636,FCN3,Ficolin-3,O75636_FCN3,FCN3__O75636
O75643,SNRNP200,U5 small nuclear ribonucleoprotein 200 kDa helicase,O75643_SNRNP200,SNRNP200__O75643
O75648,TRMU,Mitochondrial tRNA-specific 2-thiouridylase 1,O75648_TRMU,TRMU__O75648
O75663,TIPRL,TIP41-like protein,O75663_TIPRL,TIPRL__O75663
O75683,SURF6,Surfeit locus protein 6,O75683_SURF6,SURF6__O75683
O75688,PPM1B,Protein phosphatase 1B,O75688_PPM1B,PPM1B__O75688
O75689,ADAP1,Arf-GAP with dual PH domain-containing protein 1,O75689_ADAP1,ADAP1__O75689
O75691,UTP20,Small subunit processome component 20 homolog,O75691_UTP20,UTP20__O75691
O75694-2,NUP155,Nuclear pore complex protein Nup155,O75694-2_NUP155,NUP155__O75694-2
O75695,RP2,Protein XRP2,O75695_RP2,RP2__O75695
O75717,WDHD1,WD repeat and HMG-box DNA-binding protein 1,O75717_WDHD1,WDHD1__O75717
O75718,CRTAP,Cartilage-associated protein,O75718_CRTAP,CRTAP__O75718
O75746,SLC25A12,Calcium-binding mitochondrial carrier protein Aralar1,O75746_SLC25A12,SLC25A12__O75746
O75751,SLC22A3,Solute carrier family 22 member 3,O75751_SLC22A3,SLC22A3__O75751
O75752,B3GALNT1,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1",O75752_B3GALNT1,B3GALNT1__O75752
O75764,TCEA3,Transcription elongation factor A protein 3,O75764_TCEA3,TCEA3__O75764
O75781,PALM,Paralemmin-1,O75781_PALM,PALM__O75781
O75787-2,ATP6AP2,Renin receptor,O75787-2_ATP6AP2,ATP6AP2__O75787-2
O75791,GRAP2,GRB2-related adapter protein 2,O75791_GRAP2,GRAP2__O75791
O75792,RNASEH2A,Ribonuclease H2 subunit A,O75792_RNASEH2A,RNASEH2A__O75792
O75794,CDC123,Cell division cycle protein 123 homolog,O75794_CDC123,CDC123__O75794
O75795,UGT2B17,UDP-glucuronosyltransferase 2B17,O75795_UGT2B17,UGT2B17__O75795
O75808,CAPN15,Calpain-15,O75808_CAPN15,CAPN15__O75808
O75815,BCAR3,Breast cancer anti-estrogen resistance protein 3,O75815_BCAR3,BCAR3__O75815
O75818-2,RPP40,Ribonuclease P protein subunit p40,O75818-2_RPP40,RPP40__O75818-2
O75821,EIF3G,Eukaryotic translation initiation factor 3 subunit G,O75821_EIF3G,EIF3G__O75821
O75822,EIF3J,Eukaryotic translation initiation factor 3 subunit J,O75822_EIF3J,EIF3J__O75822
O75828,CBR3,Carbonyl reductase [NADPH] 3,O75828_CBR3,CBR3__O75828
O75832,PSMD10,26S proteasome non-ATPase regulatory subunit 10,O75832_PSMD10,PSMD10__O75832
O75843,AP1G2,AP-1 complex subunit gamma-like 2,O75843_AP1G2,AP1G2__O75843
O75844,ZMPSTE24,CAAX prenyl protease 1 homolog,O75844_ZMPSTE24,ZMPSTE24__O75844
O75864,PPP1R37,Protein phosphatase 1 regulatory subunit 37,O75864_PPP1R37,PPP1R37__O75864
O75874,IDH1,Isocitrate dehydrogenase [NADP] cytoplasmic,O75874_IDH1,IDH1__O75874
O75879,GATB,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",O75879_GATB,GATB__O75879
O75881,CYP7B1,25-hydroxycholesterol 7-alpha-hydroxylase,O75881_CYP7B1,CYP7B1__O75881
O75882,ATRN,Attractin,O75882_ATRN,ATRN__O75882
O75884,RBBP9,Putative hydrolase RBBP9,O75884_RBBP9,RBBP9__O75884
O75886,STAM2,Signal transducing adapter molecule 2,O75886_STAM2,STAM2__O75886
O75891,ALDH1L1,Cytosolic 10-formyltetrahydrofolate dehydrogenase,O75891_ALDH1L1,ALDH1L1__O75891
O75900,MMP23A,Matrix metalloproteinase-23,O75900_MMP23A,MMP23A__O75900
O75907,DGAT1,Diacylglycerol O-acyltransferase 1,O75907_DGAT1,DGAT1__O75907
O75909,CCNK,Cyclin-K,O75909_CCNK,CCNK__O75909
O75911,DHRS3,Short-chain dehydrogenase/reductase 3,O75911_DHRS3,DHRS3__O75911
O75915,ARL6IP5,PRA1 family protein 3,O75915_ARL6IP5,ARL6IP5__O75915
O75923-8,DYSF,Dysferlin,O75923-8_DYSF,DYSF__O75923-8
O75925,PIAS1,E3 SUMO-protein ligase PIAS1,O75925_PIAS1,PIAS1__O75925
O75934,BCAS2,Pre-mRNA-splicing factor SPF27,O75934_BCAS2,BCAS2__O75934
O75935,DCTN3,Dynactin subunit 3,O75935_DCTN3,DCTN3__O75935
O75936,BBOX1,Gamma-butyrobetaine dioxygenase,O75936_BBOX1,BBOX1__O75936
O75937,DNAJC8,DnaJ homolog subfamily C member 8,O75937_DNAJC8,DNAJC8__O75937
O75940,SMNDC1,Survival of motor neuron-related-splicing factor 30,O75940_SMNDC1,SMNDC1__O75940
O75947,ATP5H,"ATP synthase subunit d, mitochondrial",O75947_ATP5H,ATP5H__O75947
O75953-4,DNAJB5,DnaJ homolog subfamily B member 5,O75953-4_DNAJB5,DNAJB5__O75953-4
O75955,FLOT1,Flotillin-1,O75955_FLOT1,FLOT1__O75955
O75962,TRIO,Triple functional domain protein,O75962_TRIO,TRIO__O75962
O75970-3,MPDZ,Multiple PDZ domain protein,O75970-3_MPDZ,MPDZ__O75970-3
O75976,CPD,Carboxypeptidase D,O75976_CPD,CPD__O75976
O75995,SASH3,SAM and SH3 domain-containing protein 3,O75995_SASH3,SASH3__O75995
O76003,GLRX3,Glutaredoxin-3,O76003_GLRX3,GLRX3__O76003
O76021,RSL1D1,Ribosomal L1 domain-containing protein 1,O76021_RSL1D1,RSL1D1__O76021
O76024,WFS1,Wolframin,O76024_WFS1,WFS1__O76024
O76027,ANXA9,Annexin A9,O76027_ANXA9,ANXA9__O76027
O76031,CLPX,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",O76031_CLPX,CLPX__O76031
O76038,SCGN,Secretagogin,O76038_SCGN,SCGN__O76038
O76041-2,NEBL,Nebulette,O76041-2_NEBL,NEBL__O76041-2
O76054,SEC14L2,SEC14-like protein 2,O76054_SEC14L2,SEC14L2__O76054
O76061,STC2,Stanniocalcin-2,O76061_STC2,STC2__O76061
O76062,TM7SF2,Delta(14)-sterol reductase,O76062_TM7SF2,TM7SF2__O76062
O76070,SNCG,Gamma-synuclein,O76070_SNCG,SNCG__O76070
O76071,CIAO1,Probable cytosolic iron-sulfur protein assembly protein CIAO1,O76071_CIAO1,CIAO1__O76071
O76074,PDE5A,"cGMP-specific 3,5-cyclic phosphodiesterase",O76074_PDE5A,PDE5A__O76074
O76076,WISP2,WNT1-inducible-signaling pathway protein 2,O76076_WISP2,WISP2__O76076
O76080,ZFAND5,AN1-type zinc finger protein 5,O76080_ZFAND5,ZFAND5__O76080
O76081-6,RGS20,Regulator of G-protein signaling 20,O76081-6_RGS20,RGS20__O76081-6
O76094,SRP72,Signal recognition particle subunit SRP72,O76094_SRP72,SRP72__O76094
O76095-2,JTB,Protein JTB,O76095-2_JTB,JTB__O76095-2
O76096,CST7,Cystatin-F,O76096_CST7,CST7__O76096
O94760,DDAH1,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",O94760_DDAH1,DDAH1__O94760
O94762-4,RECQL5,ATP-dependent DNA helicase Q5,O94762-4_RECQL5,RECQL5__O94762-4
O94763,URI1,Unconventional prefoldin RPB5 interactor 1,O94763_URI1,URI1__O94763
O94766,B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,O94766_B3GAT3,B3GAT3__O94766
O94768,STK17B,Serine/threonine-protein kinase 17B,O94768_STK17B,STK17B__O94768
O94769-2,ECM2,Extracellular matrix protein 2,O94769-2_ECM2,ECM2__O94769-2
O94776,MTA2,Metastasis-associated protein MTA2,O94776_MTA2,MTA2__O94776
O94782,USP1,Ubiquitin carboxyl-terminal hydrolase 1,O94782_USP1,USP1__O94782
O94804,STK10,Serine/threonine-protein kinase 10,O94804_STK10,STK10__O94804
O94806,PRKD3,Serine/threonine-protein kinase D3,O94806_PRKD3,PRKD3__O94806
O94808,GFPT2,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2,O94808_GFPT2,GFPT2__O94808
O94811,TPPP,Tubulin polymerization-promoting protein,O94811_TPPP,TPPP__O94811
X6R3P0,SLIT2,Slit homolog 2 protein,X6R3P0_SLIT2,SLIT2__X6R3P0
O94819,KBTBD11,Kelch repeat and BTB domain-containing protein 11,O94819_KBTBD11,KBTBD11__O94819
O94822,LTN1,E3 ubiquitin-protein ligase listerin,O94822_LTN1,LTN1__O94822
O94826,TOMM70A,Mitochondrial import receptor subunit TOM70,O94826_TOMM70A,TOMM70A__O94826
O94827-5,PLEKHG5,Pleckstrin homology domain-containing family G member 5,O94827-5_PLEKHG5,PLEKHG5__O94827-5
O94829,IPO13,Importin-13,O94829_IPO13,IPO13__O94829
O94830,DDHD2,Phospholipase DDHD2,O94830_DDHD2,DDHD2__O94830
O94832,MYO1D,Unconventional myosin-Id,O94832_MYO1D,MYO1D__O94832
O94842-3,TOX4,TOX high mobility group box family member 4,O94842-3_TOX4,TOX4__O94842-3
O94851-4,MICAL2,Protein-methionine sulfoxide oxidase MICAL2,O94851-4_MICAL2,MICAL2__O94851-4
O94855,SEC24D,Protein transport protein Sec24D,O94855_SEC24D,SEC24D__O94855
O94856-9,NFASC,Neurofascin,O94856-9_NFASC,NFASC__O94856-9
O94864-2,SUPT7L,STAGA complex 65 subunit gamma,O94864-2_SUPT7L,SUPT7L__O94864-2
O94874,UFL1,E3 UFM1-protein ligase 1,O94874_UFL1,UFL1__O94874
O94875-10,SORBS2,Sorbin and SH3 domain-containing protein 2,O94875-10_SORBS2,SORBS2__O94875-10
O94875-11,SORBS2,Sorbin and SH3 domain-containing protein 2,O94875-11_SORBS2,SORBS2__O94875-11
O94875-12,SORBS2,Sorbin and SH3 domain-containing protein 2,O94875-12_SORBS2,SORBS2__O94875-12
O94875-2,SORBS2,Sorbin and SH3 domain-containing protein 2,O94875-2_SORBS2,SORBS2__O94875-2
O94875-7,SORBS2,Sorbin and SH3 domain-containing protein 2,O94875-7_SORBS2,SORBS2__O94875-7
O94875-9,SORBS2,Sorbin and SH3 domain-containing protein 2,O94875-9_SORBS2,SORBS2__O94875-9
O94885,SASH1,SAM and SH3 domain-containing protein 1,O94885_SASH1,SASH1__O94885
O94886,TMEM63A,CSC1-like protein 1,O94886_TMEM63A,TMEM63A__O94886
O94887,FARP2,"FERM, RhoGEF and pleckstrin domain-containing protein 2",O94887_FARP2,FARP2__O94887
O94888,UBXN7,UBX domain-containing protein 7,O94888_UBXN7,UBXN7__O94888
O94901-9,SUN1,SUN domain-containing protein 1,O94901-9_SUN1,SUN1__O94901-9
O94903,PROSC,Proline synthase co-transcribed bacterial homolog protein,O94903_PROSC,PROSC__O94903
O94906,PRPF6,Pre-mRNA-processing factor 6,O94906_PRPF6,PRPF6__O94906
O94907,DKK1,Dickkopf-related protein 1,O94907_DKK1,DKK1__O94907
O94911-3,ABCA8,ATP-binding cassette sub-family A member 8,O94911-3_ABCA8,ABCA8__O94911-3
O94913,PCF11,Pre-mRNA cleavage complex 2 protein Pcf11,O94913_PCF11,PCF11__O94913
O94915,FRYL,Protein furry homolog-like,O94915_FRYL,FRYL__O94915
O94916-2,NFAT5,Nuclear factor of activated T-cells 5,O94916-2_NFAT5,NFAT5__O94916-2
O94919,ENDOD1,Endonuclease domain-containing 1 protein,O94919_ENDOD1,ENDOD1__O94919
O94921-3,CDK14,Cyclin-dependent kinase 14,O94921-3_CDK14,CDK14__O94921-3
O94925,GLS,"Glutaminase kidney isoform, mitochondrial",O94925_GLS,GLS__O94925
O94925-3,GLS,"Glutaminase kidney isoform, mitochondrial",O94925-3_GLS,GLS__O94925-3
O94927,HAUS5,HAUS augmin-like complex subunit 5,O94927_HAUS5,HAUS5__O94927
O94929-3,ABLIM3,Actin-binding LIM protein 3,O94929-3_ABLIM3,ABLIM3__O94929-3
Q4G104,FBXO21,F-box only protein 21,Q4G104_FBXO21,FBXO21__Q4G104
O94955,RHOBTB3,Rho-related BTB domain-containing protein 3,O94955_RHOBTB3,RHOBTB3__O94955
O94964-2,SOGA1,Protein SOGA1,O94964-2_SOGA1,SOGA1__O94964-2
O94966-7,USP19,Ubiquitin carboxyl-terminal hydrolase 19,O94966-7_USP19,USP19__O94966-7
O94973,AP2A2,AP-2 complex subunit alpha-2,O94973_AP2A2,AP2A2__O94973
O94979-8,SEC31A,Protein transport protein Sec31A,O94979-8_SEC31A,SEC31A__O94979-8
O94985,CLSTN1,Calsyntenin-1,O94985_CLSTN1,CLSTN1__O94985
O94986-3,CEP152,Centrosomal protein of 152 kDa,O94986-3_CEP152,CEP152__O94986-3
O94989,ARHGEF15,Rho guanine nucleotide exchange factor 15,O94989_ARHGEF15,ARHGEF15__O94989
O94992,HEXIM1,Protein HEXIM1,O94992_HEXIM1,HEXIM1__O94992
O95049,TJP3,Tight junction protein ZO-3,O95049_TJP3,TJP3__O95049
O95050-2,INMT,Indolethylamine N-methyltransferase,O95050-2_INMT,INMT__O95050-2
O95067,CCNB2,G2/mitotic-specific cyclin-B2,O95067_CCNB2,CCNB2__O95067
O95070,YIF1A,Protein YIF1A,O95070_YIF1A,YIF1A__O95070
O95071-2,UBR5,E3 ubiquitin-protein ligase UBR5,O95071-2_UBR5,UBR5__O95071-2
O95081,AGFG2,Arf-GAP domain and FG repeat-containing protein 2,O95081_AGFG2,AGFG2__O95081
O95084,PRSS23,Serine protease 23,O95084_PRSS23,PRSS23__O95084
O95104,SCAF4,"Splicing factor, arginine/serine-rich 15",O95104_SCAF4,SCAF4__O95104
O95136,S1PR2,Sphingosine 1-phosphate receptor 2,O95136_S1PR2,S1PR2__O95136
O95139,NDUFB6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,O95139_NDUFB6,NDUFB6__O95139
O95140,MFN2,Mitofusin-2,O95140_MFN2,MFN2__O95140
O95149,SNUPN,Snurportin-1,O95149_SNUPN,SNUPN__O95149
O95154,AKR7A3,Aflatoxin B1 aldehyde reductase member 3,O95154_AKR7A3,AKR7A3__O95154
O95155-2,UBE4B,Ubiquitin conjugation factor E4 B,O95155-2_UBE4B,UBE4B__O95155-2
O95159,ZFPL1,Zinc finger protein-like 1,O95159_ZFPL1,ZFPL1__O95159
O95163,IKBKAP,Elongator complex protein 1,O95163_IKBKAP,IKBKAP__O95163
O95164,UBL3,Ubiquitin-like protein 3,O95164_UBL3,UBL3__O95164
Q6FGG4,NDUFA3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,Q6FGG4_NDUFA3,NDUFA3__Q6FGG4
O95168-2,NDUFB4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,O95168-2_NDUFB4,NDUFB4__O95168-2
O95169-3,NDUFB8,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",O95169-3_NDUFB8,NDUFB8__O95169-3
O95182,NDUFA7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,O95182_NDUFA7,NDUFA7__O95182
O95183,VAMP5,Vesicle-associated membrane protein 5,O95183_VAMP5,VAMP5__O95183
O95197-7,RTN3,Reticulon-3,O95197-7_RTN3,RTN3__O95197-7
O95197-3,RTN3,Reticulon-3,O95197-3_RTN3,RTN3__O95197-3
O95202,LETM1,"LETM1 and EF-hand domain-containing protein 1, mitochondrial",O95202_LETM1,LETM1__O95202
O95205,MBLL,Muscleblind-like protein 2,O95205_MBLL,MBLL__O95205
O95208-2,EPN2,Epsin-2,O95208-2_EPN2,EPN2__O95208-2
O95210,STBD1,Starch-binding domain-containing protein 1,O95210_STBD1,STBD1__O95210
O95218-2,ZRANB2,Zinc finger Ran-binding domain-containing protein 2,O95218-2_ZRANB2,ZRANB2__O95218-2
O95219,SNX4,Sorting nexin-4,O95219_SNX4,SNX4__O95219
O95229,ZWINT,ZW10 interactor,O95229_ZWINT,ZWINT__O95229
O95235,KIF20A,Kinesin-like protein KIF20A,O95235_KIF20A,KIF20A__O95235
O95236-2,APOL3,Apolipoprotein L3,O95236-2_APOL3,APOL3__O95236-2
O95239,KIF4A,Chromosome-associated kinesin KIF4A,O95239_KIF4A,KIF4A__O95239
O95249,GOSR1,Golgi SNAP receptor complex member 1,O95249_GOSR1,GOSR1__O95249
O95251-4,KAT7,Histone acetyltransferase KAT7,O95251-4_KAT7,KAT7__O95251-4
O95255,ABCC6,Multidrug resistance-associated protein 6,O95255_ABCC6,ABCC6__O95255
O95273-2,CCNDBP1,Cyclin-D1-binding protein 1,O95273-2_CCNDBP1,CCNDBP1__O95273-2
O95278,EPM2A,Laforin,O95278_EPM2A,EPM2A__O95278
O95292,VAPB,Vesicle-associated membrane protein-associated protein B/C,O95292_VAPB,VAPB__O95292
O95295,SNAPIN,SNARE-associated protein Snapin,O95295_SNAPIN,SNAPIN__O95295
O95297-2,MPZL1,Myelin protein zero-like protein 1,O95297-2_MPZL1,MPZL1__O95297-2
Q9UEL6,MPZL1,Myelin protein zero-like protein 1,Q9UEL6_MPZL1,MPZL1__Q9UEL6
O95298,NDUFC2,NADH dehydrogenase [ubiquinone] 1 subunit C2,O95298_NDUFC2,NDUFC2__O95298
O95302,FKBP9,Peptidyl-prolyl cis-trans isomerase FKBP9,O95302_FKBP9,FKBP9__O95302
O95336,PGLS,6-phosphogluconolactonase,O95336_PGLS,PGLS__O95336
O95340,PAPSS2,Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 2,O95340_PAPSS2,PAPSS2__O95340
O95342,ABCB11,Bile salt export pump,O95342_ABCB11,ABCB11__O95342
O95347,SMC2,Structural maintenance of chromosomes protein 2,O95347_SMC2,SMC2__O95347
O95352,ATG7,Ubiquitin-like modifier-activating enzyme ATG7,O95352_ATG7,ATG7__O95352
O95361,TRIM16,Tripartite motif-containing protein 16,O95361_TRIM16,TRIM16__O95361
O95363,FARS2,"Phenylalanine--tRNA ligase, mitochondrial",O95363_FARS2,FARS2__O95363
O95365,ZBTB7A,Zinc finger and BTB domain-containing protein 7A,O95365_ZBTB7A,ZBTB7A__O95365
O95372,LYPLA2,Acyl-protein thioesterase 2,O95372_LYPLA2,LYPLA2__O95372
O95373,IPO7,Importin-7,O95373_IPO7,IPO7__O95373
O95376,ARIH2,E3 ubiquitin-protein ligase ARIH2,O95376_ARIH2,ARIH2__O95376
O95379,TNFAIP8,Tumor necrosis factor alpha-induced protein 8,O95379_TNFAIP8,TNFAIP8__O95379
O95382-3,MAP3K6,Mitogen-activated protein kinase kinase kinase 6,O95382-3_MAP3K6,MAP3K6__O95382-3
O95391,SLU7,Pre-mRNA-splicing factor SLU7,O95391_SLU7,SLU7__O95391
O95394,PGM3,Phosphoacetylglucosamine mutase,O95394_PGM3,PGM3__O95394
O95396,MOCS3,Adenylyltransferase and sulfurtransferase MOCS3,O95396_MOCS3,MOCS3__O95396
O95400,CD2BP2,CD2 antigen cytoplasmic tail-binding protein 2,O95400_CD2BP2,CD2BP2__O95400
O95425,SVIL,Supervillin,O95425_SVIL,SVIL__O95425
O95425-4,SVIL,Supervillin,O95425-4_SVIL,SVIL__O95425-4
O95428-6,PAPLN,Papilin,O95428-6_PAPLN,PAPLN__O95428-6
O95429-2,BAG4,BAG family molecular chaperone regulator 4,O95429-2_BAG4,BAG4__O95429-2
O95433,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,O95433_AHSA1,AHSA1__O95433
O95445,APOM,Apolipoprotein M,O95445_APOM,APOM__O95445
O95450,ADAMTS2,A disintegrin and metalloproteinase with thrombospondin motifs 2,O95450_ADAMTS2,ADAMTS2__O95450
O95453-2,PARN,Poly(A)-specific ribonuclease PARN,O95453-2_PARN,PARN__O95453-2
O95456-2,PSMG1,Proteasome assembly chaperone 1,O95456-2_PSMG1,PSMG1__O95456-2
O95466-2,FMNL1,Formin-like protein 1,O95466-2_FMNL1,FMNL1__O95466-2
O95470,SGPL1,Sphingosine-1-phosphate lyase 1,O95470_SGPL1,SGPL1__O95470
O95477,ABCA1,ATP-binding cassette sub-family A member 1,O95477_ABCA1,ABCA1__O95477
O95478,NSA2,Ribosome biogenesis protein NSA2 homolog,O95478_NSA2,NSA2__O95478
R4GMU1,H6PD,GDH/6PGL endoplasmic bifunctional protein,R4GMU1_H6PD,H6PD__R4GMU1
O95486,SEC24A,Protein transport protein Sec24A,O95486_SEC24A,SEC24A__O95486
O95487-2,SEC24B,Protein transport protein Sec24B,O95487-2_SEC24B,SEC24B__O95487-2
O95497,VNN1,Pantetheinase,O95497_VNN1,VNN1__O95497
O95498,VNN2,Vascular non-inflammatory molecule 2,O95498_VNN2,VNN2__O95498
O95503,CBX6,Chromobox protein homolog 6,O95503_CBX6,CBX6__O95503
O95528,SLC2A10,"Solute carrier family 2, facilitated glucose transporter member 10",O95528_SLC2A10,SLC2A10__O95528
O95544,NADK,NAD kinase,O95544_NADK,NADK__O95544
O95551,TDP2,Tyrosyl-DNA phosphodiesterase 2,O95551_TDP2,TDP2__O95551
Q5TIH2,SFT2D2,Vesicle transport protein SFT2B,Q5TIH2_SFT2D2,SFT2D2__Q5TIH2
